,Content ID,ReactionType,ContentType,Category,Sentiment,Score
51,74718bbf-e5a3-442f-8ca2-4a3428757fc1,disgust,video,Dogs,negative,0
52,74718bbf-e5a3-442f-8ca2-4a3428757fc1,disgust,video,Dogs,negative,0
53,74718bbf-e5a3-442f-8ca2-4a3428757fc1,disgust,video,Dogs,negative,0
54,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,disgust,video,Cooking,negative,0
55,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,disgust,video,Cooking,negative,0
56,eec5e521-4c28-4e8a-93a9-d544803fad7e,disgust,audio,Food,negative,0
57,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,disgust,photo,Technology,negative,0
58,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,disgust,photo,Technology,negative,0
59,457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,GIF,Healthy Eating,negative,0
60,457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,GIF,Healthy Eating,negative,0
61,457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,GIF,Healthy Eating,negative,0
62,457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,GIF,Healthy Eating,negative,0
63,457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,GIF,Healthy Eating,negative,0
64,4fa14453-7b29-4302-b51f-9aa23b472c1b,disgust,audio,Animals,negative,0
65,ab4c4756-1c50-4136-bad9-3216e01ffac2,disgust,audio,Fitness,negative,0
66,ab4c4756-1c50-4136-bad9-3216e01ffac2,disgust,audio,Fitness,negative,0
67,4478d98e-43e8-4dc0-884d-c1115aa8b970,disgust,audio,Animals,negative,0
68,34f73132-fff6-4f01-a5ec-4b4b66461fc7,disgust,photo,Fitness,negative,0
69,34f73132-fff6-4f01-a5ec-4b4b66461fc7,disgust,photo,Fitness,negative,0
70,34f73132-fff6-4f01-a5ec-4b4b66461fc7,disgust,photo,Fitness,negative,0
71,34f73132-fff6-4f01-a5ec-4b4b66461fc7,disgust,photo,Fitness,negative,0
72,bfa4e11c-9d72-49b9-bd43-49d95c2e5181,disgust,photo,Veganism,negative,0
73,220d9dc1-f8a5-422d-b200-3819f3b89b2b,disgust,video,Dogs,negative,0
74,220d9dc1-f8a5-422d-b200-3819f3b89b2b,disgust,video,Dogs,negative,0
75,220d9dc1-f8a5-422d-b200-3819f3b89b2b,disgust,video,Dogs,negative,0
76,ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,disgust,GIF,Healthy Eating,negative,0
77,ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,disgust,GIF,Healthy Eating,negative,0
78,ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,disgust,GIF,Healthy Eating,negative,0
79,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,disgust,GIF,Studying,negative,0
80,14ed7f7b-2c96-4458-8a39-606c25c14180,disgust,video,Tennis,negative,0
81,c01fa154-5348-4040-9d20-0bbf01f6349b,disgust,GIF,Tennis,negative,0
82,c01fa154-5348-4040-9d20-0bbf01f6349b,disgust,GIF,Tennis,negative,0
83,c01fa154-5348-4040-9d20-0bbf01f6349b,disgust,GIF,Tennis,negative,0
84,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,GIF,Travel,negative,0
85,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,GIF,Travel,negative,0
86,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,GIF,Travel,negative,0
87,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,GIF,Travel,negative,0
88,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,GIF,Travel,negative,0
89,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,disgust,video,Science,negative,0
90,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,disgust,video,Science,negative,0
91,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,disgust,video,Science,negative,0
92,e442899c-d2d6-4392-be2d-a0b916ae47fb,disgust,video,Technology,negative,0
93,e442899c-d2d6-4392-be2d-a0b916ae47fb,disgust,video,Technology,negative,0
94,e442899c-d2d6-4392-be2d-a0b916ae47fb,disgust,video,Technology,negative,0
95,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,disgust,video,Science,negative,0
96,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,disgust,video,Science,negative,0
97,82145a60-013e-4d96-81a5-399af8618158,disgust,audio,Food,negative,0
98,82145a60-013e-4d96-81a5-399af8618158,disgust,audio,Food,negative,0
99,d852b946-01e1-44fe-abd7-26198660cbdb,disgust,GIF,Food,negative,0
100,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,disgust,GIF,Healthy Eating,negative,0
101,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,disgust,GIF,Healthy Eating,negative,0
102,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,disgust,video,Culture,negative,0
103,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,disgust,video,Culture,negative,0
104,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,disgust,video,Culture,negative,0
105,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,disgust,GIF,Soccer,negative,0
106,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,disgust,GIF,Soccer,negative,0
107,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,disgust,GIF,Soccer,negative,0
108,026973ef-4b73-4901-9160-bc9e04516057,disgust,audio,Culture,negative,0
109,026973ef-4b73-4901-9160-bc9e04516057,disgust,audio,Culture,negative,0
110,f08bdab2-b888-484e-8fd9-919e6ed86c12,disgust,audio,Education,negative,0
111,258bb775-3c35-4eec-90f3-8b75a52e466a,disgust,photo,Education,negative,0
112,258bb775-3c35-4eec-90f3-8b75a52e466a,disgust,photo,Education,negative,0
113,8d32243c-2dd1-4128-bde1-d643207e582c,disgust,photo,Studying,negative,0
114,8d32243c-2dd1-4128-bde1-d643207e582c,disgust,photo,Studying,negative,0
115,8d32243c-2dd1-4128-bde1-d643207e582c,disgust,photo,Studying,negative,0
116,e2c433d2-096e-484e-8c69-28f0bb69f3b7,disgust,audio,Science,negative,0
117,e2c433d2-096e-484e-8c69-28f0bb69f3b7,disgust,audio,Science,negative,0
118,e2c433d2-096e-484e-8c69-28f0bb69f3b7,disgust,audio,Science,negative,0
119,409aa11d-5af3-4a70-9da1-482857f5835e,disgust,GIF,Fitness,negative,0
120,409aa11d-5af3-4a70-9da1-482857f5835e,disgust,GIF,Fitness,negative,0
121,409aa11d-5af3-4a70-9da1-482857f5835e,disgust,GIF,Fitness,negative,0
122,eaddee3e-3a23-47cd-9785-ab7f2120a293,disgust,video,Science,negative,0
123,eaddee3e-3a23-47cd-9785-ab7f2120a293,disgust,video,Science,negative,0
124,9ef39aa2-60f9-4e4b-b666-c6cb97015503,disgust,GIF,Travel,negative,0
125,841403fd-321b-4118-90b3-cc0075d64047,disgust,GIF,Studying,negative,0
126,3724de8a-ec2f-4021-a3f1-605d551da9d0,disgust,video,Culture,negative,0
127,3724de8a-ec2f-4021-a3f1-605d551da9d0,disgust,video,Culture,negative,0
128,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,disgust,photo,Science,negative,0
129,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,disgust,photo,Science,negative,0
130,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,disgust,photo,Science,negative,0
131,0491183b-be25-4108-b667-8c30d3cdbf50,disgust,audio,Veganism,negative,0
132,359b93ea-446f-4202-8801-db238de5de4d,disgust,photo,Food,negative,0
133,0adb9a94-210a-4e84-bca1-13db9452ff0e,disgust,video,Healthy Eating,negative,0
134,0adb9a94-210a-4e84-bca1-13db9452ff0e,disgust,video,Healthy Eating,negative,0
135,0adb9a94-210a-4e84-bca1-13db9452ff0e,disgust,video,Healthy Eating,negative,0
136,86346263-02db-4020-a216-9e54f502f643,disgust,GIF,Travel,negative,0
137,86346263-02db-4020-a216-9e54f502f643,disgust,GIF,Travel,negative,0
138,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,disgust,photo,Studying,negative,0
139,9d94f180-947c-40f5-aa05-f1958759b7fc,disgust,video,Science,negative,0
140,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,disgust,photo,Culture,negative,0
141,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,disgust,photo,Culture,negative,0
142,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,disgust,GIF,Culture,negative,0
143,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,disgust,GIF,Culture,negative,0
144,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,disgust,GIF,Culture,negative,0
145,fada6910-2cc5-4600-808c-1e6066f795a6,disgust,GIF,Technology,negative,0
146,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,disgust,photo,Culture,negative,0
147,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,disgust,photo,Culture,negative,0
148,1de2f0f9-61ab-43fb-9180-6870824c63c0,disgust,GIF,Science,negative,0
149,1de2f0f9-61ab-43fb-9180-6870824c63c0,disgust,GIF,Science,negative,0
150,c2d6e707-f00e-4fa4-a193-eb36272f58df,disgust,GIF,Veganism,negative,0
151,af7971aa-5fd5-41d3-b6c3-583704a705a2,disgust,video,Healthy Eating,negative,0
152,af7971aa-5fd5-41d3-b6c3-583704a705a2,disgust,video,Healthy Eating,negative,0
153,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,disgust,video,Healthy Eating,negative,0
154,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,disgust,video,Healthy Eating,negative,0
155,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,disgust,video,Healthy Eating,negative,0
156,cd568dd1-70cf-45d6-b495-10eebff8c920,disgust,photo,Dogs,negative,0
157,cd568dd1-70cf-45d6-b495-10eebff8c920,disgust,photo,Dogs,negative,0
158,cd568dd1-70cf-45d6-b495-10eebff8c920,disgust,photo,Dogs,negative,0
159,cd568dd1-70cf-45d6-b495-10eebff8c920,disgust,photo,Dogs,negative,0
160,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,disgust,photo,Travel,negative,0
161,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,disgust,photo,Travel,negative,0
162,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,disgust,photo,Travel,negative,0
163,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,disgust,photo,Travel,negative,0
164,ef99fd68-74fb-4c72-bc70-742ebca14499,disgust,video,Soccer,negative,0
165,d147ab3c-4097-4eec-b4dc-480e4ece801b,disgust,audio,Culture,negative,0
166,62681a6c-fe82-4186-ba7d-0805ae5b95ed,disgust,audio,Veganism,negative,0
167,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,GIF,Cooking,negative,0
168,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,GIF,Cooking,negative,0
169,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,GIF,Cooking,negative,0
170,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,GIF,Cooking,negative,0
171,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,GIF,Cooking,negative,0
172,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,GIF,Cooking,negative,0
173,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,GIF,Cooking,negative,0
174,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,GIF,Cooking,negative,0
175,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,GIF,Cooking,negative,0
176,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,GIF,Cooking,negative,0
177,65545cfb-59bb-4dc1-a38b-82f268210da2,disgust,audio,Technology,negative,0
178,65545cfb-59bb-4dc1-a38b-82f268210da2,disgust,audio,Technology,negative,0
179,65545cfb-59bb-4dc1-a38b-82f268210da2,disgust,audio,Technology,negative,0
180,433607b3-eeb4-48b8-9263-9805c1b89d55,disgust,video,Education,negative,0
181,433607b3-eeb4-48b8-9263-9805c1b89d55,disgust,video,Education,negative,0
182,1000371f-7758-4c44-a1bc-41fd836b0bcb,disgust,audio,Studying,negative,0
183,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,disgust,video,Studying,negative,0
184,8e3896e3-2f84-4b47-9365-fb562c9ed730,disgust,video,Public Speaking,negative,0
185,8e3896e3-2f84-4b47-9365-fb562c9ed730,disgust,video,Public Speaking,negative,0
186,8e3896e3-2f84-4b47-9365-fb562c9ed730,disgust,video,Public Speaking,negative,0
187,de9796a6-d19d-4c41-a965-7aa4dcc69fee,disgust,audio,Technology,negative,0
188,de9796a6-d19d-4c41-a965-7aa4dcc69fee,disgust,audio,Technology,negative,0
189,e4466189-0b96-4cc4-9d7d-d0f27b982548,disgust,GIF,Education,negative,0
190,e4466189-0b96-4cc4-9d7d-d0f27b982548,disgust,GIF,Education,negative,0
191,391a9aa4-c04a-431e-8366-712d92267c2b,disgust,video,Public Speaking,negative,0
192,391a9aa4-c04a-431e-8366-712d92267c2b,disgust,video,Public Speaking,negative,0
193,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,disgust,photo,Food,negative,0
194,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,disgust,photo,Food,negative,0
195,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,disgust,photo,Food,negative,0
196,c7066a17-2e12-49d2-bb9e-c8967051f490,disgust,GIF,Public Speaking,negative,0
197,c7066a17-2e12-49d2-bb9e-c8967051f490,disgust,GIF,Public Speaking,negative,0
198,f01ec49c-3179-43bb-b127-2b1a73f34b06,disgust,photo,Animals,negative,0
199,f01ec49c-3179-43bb-b127-2b1a73f34b06,disgust,photo,Animals,negative,0
200,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,disgust,photo,Education,negative,0
201,eb6fc324-f85b-4bfb-b712-0a3eceb0b9d7,disgust,GIF,Soccer,negative,0
202,b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,photo,Travel,negative,0
203,b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,photo,Travel,negative,0
204,b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,photo,Travel,negative,0
205,b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,photo,Travel,negative,0
206,1beeffff-f261-435f-a109-6fafe46669d4,disgust,photo,Public Speaking,negative,0
207,1beeffff-f261-435f-a109-6fafe46669d4,disgust,photo,Public Speaking,negative,0
208,1beeffff-f261-435f-a109-6fafe46669d4,disgust,photo,Public Speaking,negative,0
209,1beeffff-f261-435f-a109-6fafe46669d4,disgust,photo,Public Speaking,negative,0
210,61e6650c-5068-4575-9aee-4217ef3dbdb1,disgust,GIF,Tennis,negative,0
211,3a7f83a0-b9f9-44c1-a15d-656c4095e732,disgust,GIF,Soccer,negative,0
212,2b6921de-e7f2-4e30-8feb-36bd41becaf0,disgust,audio,Travel,negative,0
213,b56a9e24-d0f2-4599-b893-c2889a15e1d6,disgust,video,Veganism,negative,0
214,b56a9e24-d0f2-4599-b893-c2889a15e1d6,disgust,video,Veganism,negative,0
215,d706b190-216c-4103-9107-fb7304766d68,disgust,video,Cooking,negative,0
216,d706b190-216c-4103-9107-fb7304766d68,disgust,video,Cooking,negative,0
217,d706b190-216c-4103-9107-fb7304766d68,disgust,video,Cooking,negative,0
218,d706b190-216c-4103-9107-fb7304766d68,disgust,video,Cooking,negative,0
219,d706b190-216c-4103-9107-fb7304766d68,disgust,video,Cooking,negative,0
220,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,disgust,audio,Tennis,negative,0
221,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,disgust,audio,Tennis,negative,0
222,2c511a63-5eb5-422f-8483-c9fcf9a29b55,disgust,GIF,Technology,negative,0
223,edc4a60a-b5ba-4178-b99e-9d34ed92599c,disgust,audio,Technology,negative,0
224,2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,disgust,photo,Animals,negative,0
225,2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,disgust,photo,Animals,negative,0
226,2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,disgust,photo,Animals,negative,0
227,e51b00b8-49d4-4909-9f25-8e9a06e28728,disgust,video,Soccer,negative,0
228,e51b00b8-49d4-4909-9f25-8e9a06e28728,disgust,video,Soccer,negative,0
229,509a5fb0-9bb2-4809-9f90-18ae007acc94,disgust,video,Dogs,negative,0
230,509a5fb0-9bb2-4809-9f90-18ae007acc94,disgust,video,Dogs,negative,0
231,509a5fb0-9bb2-4809-9f90-18ae007acc94,disgust,video,Dogs,negative,0
232,f1038e6c-5292-4e20-a866-675e1637d6b5,disgust,GIF,Soccer,negative,0
233,f1038e6c-5292-4e20-a866-675e1637d6b5,disgust,GIF,Soccer,negative,0
234,08cc29f3-a22d-4652-8f27-ff9e0a826289,disgust,photo,Technology,negative,0
235,a784c1dd-e2ab-408d-a0c3-226a51d420e1,disgust,audio,Technology,negative,0
236,3a106d1f-3942-49d4-9358-417f33d760c6,disgust,photo,Fitness,negative,0
237,5bb364a6-8646-4cdb-b1cf-09f4125718d8,disgust,audio,Soccer,negative,0
238,5bb364a6-8646-4cdb-b1cf-09f4125718d8,disgust,audio,Soccer,negative,0
239,5bb364a6-8646-4cdb-b1cf-09f4125718d8,disgust,audio,Soccer,negative,0
240,de95cdb1-a85a-40de-8467-892e2d1481af,disgust,video,Education,negative,0
241,6199f5ca-cc02-410d-a408-e034946de162,disgust,video,Animals,negative,0
242,6199f5ca-cc02-410d-a408-e034946de162,disgust,video,Animals,negative,0
243,6199f5ca-cc02-410d-a408-e034946de162,disgust,video,Animals,negative,0
244,6199f5ca-cc02-410d-a408-e034946de162,disgust,video,Animals,negative,0
245,8490c29c-177f-4c21-9d37-d509f9287f30,disgust,GIF,Tennis,negative,0
246,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,disgust,video,Science,negative,0
247,5651450a-d330-46e6-bac9-c7c7e7defaf2,disgust,photo,Animals,negative,0
248,5651450a-d330-46e6-bac9-c7c7e7defaf2,disgust,photo,Animals,negative,0
249,5651450a-d330-46e6-bac9-c7c7e7defaf2,disgust,photo,Animals,negative,0
250,5651450a-d330-46e6-bac9-c7c7e7defaf2,disgust,photo,Animals,negative,0
251,5651450a-d330-46e6-bac9-c7c7e7defaf2,disgust,photo,Animals,negative,0
252,7c2e209e-acea-4246-a32d-636e2f2cc2c1,disgust,video,Dogs,negative,0
253,2eb7feec-26a4-4949-8470-3e66c16536e9,disgust,video,Tennis,negative,0
254,f783f128-6f66-4ef3-a190-5afc29d17012,disgust,GIF,Tennis,negative,0
255,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,disgust,video,Cooking,negative,0
256,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,disgust,video,Cooking,negative,0
257,6e418568-a2b9-4d08-b241-06362c96a7f1,disgust,video,Food,negative,0
258,6e418568-a2b9-4d08-b241-06362c96a7f1,disgust,video,Food,negative,0
259,93c0f4f6-8c1e-453e-8df0-3015b1e76376,disgust,video,Technology,negative,0
260,93c0f4f6-8c1e-453e-8df0-3015b1e76376,disgust,video,Technology,negative,0
261,2893a837-3157-4bbd-918f-adc93b60480a,disgust,photo,Healthy Eating,negative,0
262,c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,disgust,audio,Culture,negative,0
263,c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,disgust,audio,Culture,negative,0
264,27fffa3e-000d-4f29-9358-5b0d2280d18c,disgust,video,Dogs,negative,0
265,413101f7-ea05-4df6-97cf-9891245c5ed7,disgust,photo,Science,negative,0
266,c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,photo,Soccer,negative,0
267,c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,photo,Soccer,negative,0
268,c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,photo,Soccer,negative,0
269,c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,photo,Soccer,negative,0
270,c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,photo,Soccer,negative,0
271,fa781e01-b928-401f-86f4-d42b0a3b55ab,disgust,photo,Studying,negative,0
272,43e53b12-71cb-4aad-9cb7-8c3572053230,disgust,audio,Fitness,negative,0
273,43e53b12-71cb-4aad-9cb7-8c3572053230,disgust,audio,Fitness,negative,0
274,43e53b12-71cb-4aad-9cb7-8c3572053230,disgust,audio,Fitness,negative,0
275,43e53b12-71cb-4aad-9cb7-8c3572053230,disgust,audio,Fitness,negative,0
276,43e53b12-71cb-4aad-9cb7-8c3572053230,disgust,audio,Fitness,negative,0
277,a58c963f-1bec-4eee-b66f-60062a9dd96e,disgust,video,Dogs,negative,0
278,a58c963f-1bec-4eee-b66f-60062a9dd96e,disgust,video,Dogs,negative,0
279,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,disgust,audio,Travel,negative,0
280,748ab616-8066-4c61-b6af-d7442545d12a,disgust,audio,Veganism,negative,0
281,43da458b-66fe-4723-996c-57dcfad67edf,disgust,GIF,Food,negative,0
282,43da458b-66fe-4723-996c-57dcfad67edf,disgust,GIF,Food,negative,0
283,43da458b-66fe-4723-996c-57dcfad67edf,disgust,GIF,Food,negative,0
284,3d02ae44-c8f2-4d2d-a64c-9355a4f46430,disgust,GIF,Fitness,negative,0
285,7dc268e5-b50d-4280-82aa-e08af75a8a0a,disgust,photo,Science,negative,0
286,7dc268e5-b50d-4280-82aa-e08af75a8a0a,disgust,photo,Science,negative,0
287,ebdf5d36-9ecc-44d7-b641-d33805709452,disgust,audio,Cooking,negative,0
288,ebdf5d36-9ecc-44d7-b641-d33805709452,disgust,audio,Cooking,negative,0
289,ebdf5d36-9ecc-44d7-b641-d33805709452,disgust,audio,Cooking,negative,0
290,1429467d-e8a2-4292-bd46-921e8bd87b30,disgust,video,Public Speaking,negative,0
291,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,disgust,audio,Studying,negative,0
292,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,disgust,audio,Studying,negative,0
293,d16d21cd-30c7-4b1e-b50c-aff5808fe816,disgust,photo,Fitness,negative,0
294,27ec2b21-a749-4181-b182-150a174fc277,disgust,GIF,Animals,negative,0
295,27ec2b21-a749-4181-b182-150a174fc277,disgust,GIF,Animals,negative,0
296,8bcb980c-6f36-484d-974f-30b3e8fcc251,disgust,photo,Travel,negative,0
297,8bcb980c-6f36-484d-974f-30b3e8fcc251,disgust,photo,Travel,negative,0
298,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,disgust,video,Food,negative,0
299,1f466010-5c87-4b81-be83-5856481231fb,disgust,GIF,Soccer,negative,0
300,1f466010-5c87-4b81-be83-5856481231fb,disgust,GIF,Soccer,negative,0
301,1f466010-5c87-4b81-be83-5856481231fb,disgust,GIF,Soccer,negative,0
302,496645a7-64f7-4c56-94f5-a71671cb262e,disgust,GIF,Dogs,negative,0
